,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Outlet_Sales_Predicted
1210,FDW22,OUT046,3724.6069791698983,3656.724596852401
1211,DRA24,OUT045,2661.6347552145885,2675.75800538083
1212,FDF38,OUT049,745.2138268558217,974.7391903977081
1213,FDX48,OUT013,2337.551688129557,2679.3459065892944
1214,FDS58,OUT018,2511.391105082062,2539.7027043541752
1215,FDC32,OUT046,1534.5220458849021,1745.3542314729639
1216,NCQ29,OUT045,3784.086042601477,3667.407930444468
1217,DRK39,OUT018,1140.601817731194,1682.2463033346698
1218,NCS38,OUT017,1894.578433253708,1745.3542314729639
1219,DRO47,OUT013,1807.75973478122,1745.3542314729639
1220,DRG27,OUT027,1410.2447458587415,1347.4911101398345
1221,FDC57,OUT027,5232.900015673065,4217.908874124449
1222,FDS55,OUT046,2407.492641862576,2683.17334650151
1223,NCJ06,OUT018,1623.8317760968682,1682.2463033346698
1224,FDO01,OUT019,390.65401855579734,560.3183514266824
1225,NCM55,OUT045,3134.485587425542,2675.75800538083
1226,FDC52,OUT049,2414.736770802414,2679.3459065892944
1227,FDQ15,OUT045,1321.9943436060464,1745.3542314729639
1228,NCT30,OUT027,1507.643082061059,1347.4911101398345
1229,NCR42,OUT027,1322.8801508282925,1347.4911101398345
1230,FDD28,OUT035,1038.9626256656704,975.2677335452612
1231,FDQ34,OUT049,1652.2797620216695,1745.3542314729639
1232,FDZ12,OUT027,3398.3230849776196,4217.908874124449
1233,DRE13,OUT019,233.8088757384235,560.3183514266824
1234,NCN07,OUT019,361.2868218291024,560.3183514266824
1235,FDM28,OUT035,3162.75588017292,2695.1974241952094
1236,FDI10,OUT017,2795.5648561213375,2679.3459065892944
1237,FDQ25,OUT013,2783.849004803412,2679.3459065892944
1238,FDA38,OUT010,710.594286492863,700.9630571208847
1239,DRI13,OUT049,3522.8426375660506,3667.407930444468
1240,FDY20,OUT027,2371.284391986556,2659.3513632292406
1241,NCZ53,OUT035,3257.728991169809,2695.1974241952094
1242,NCM31,OUT013,2225.6758667163854,2679.3459065892944
1243,DRB01,OUT017,3203.5823024540387,2679.3459065892944
1244,DRF37,OUT046,3881.8685304070173,3656.724596852401
1245,NCF42,OUT049,3005.700460645261,2679.3459065892944
1246,FDF16,OUT018,2195.654258982894,2539.7027043541752
1247,FDB41,OUT013,846.7497663206572,974.7391903977081
1248,FDR34,OUT013,3777.6154799869646,3667.407930444468
1249,FDR15,OUT018,2313.415011048557,2539.7027043541752
1250,NCV42,OUT019,341.31977934371173,560.3183514266824
1251,FDW51,OUT035,3592.831877145073,3676.5237942188273
1252,FDU36,OUT017,1575.3719271950354,1745.3542314729639
1253,FDX60,OUT049,1330.856213295128,1745.3542314729639
1254,FDY03,OUT035,1930.3048994526598,1745.3542314729639
1255,FDW55,OUT045,3824.49375101664,3667.407930444468
1256,FDT01,OUT010,581.6430413964265,700.9630571208847
1257,FDG58,OUT013,2405.895113415948,2679.3459065892944
1258,FDK21,OUT017,3897.042618535064,3667.407930444468
1259,NCS41,OUT019,485.15680223382896,606.12246714273
1260,FDS10,OUT045,2998.6625951185197,2675.75800538083
1261,NCT53,OUT046,2723.229487961744,2683.17334650151
1262,FDJ28,OUT018,3048.980595793892,2539.7027043541752
1263,FDX44,OUT045,1355.295456779695,1745.3542314729639
1264,FDT20,OUT018,666.4231700233423,975.8248691725796
1265,FDO44,OUT017,1656.358864386708,1745.3542314729639
1266,NCX17,OUT049,3834.8199128747638,3667.407930444468
1267,FDY01,OUT017,1909.0500548918296,1745.3542314729639
1268,FDJ12,OUT027,5451.340076334721,5433.756941314657
1269,DRK35,OUT018,666.7266839444558,975.8248691725796
1270,FDD47,OUT019,440.16018418513124,606.12246714273
1271,NCM53,OUT035,1682.6339245321954,1745.3542314729639
1272,FDO45,OUT013,1387.9013937567895,1745.3542314729639
1273,NCM42,OUT010,289.5137919085064,562.6489251226145
1274,FDE04,OUT046,3020.4299356248866,2683.17334650151
1275,NCI30,OUT027,5904.976207297204,5433.756941314657
1276,FDZ19,OUT013,2786.000824164694,2679.3459065892944
1277,FDW57,OUT013,3011.330424896917,2679.3459065892944
1278,FDA25,OUT013,1703.2477734248255,1745.3542314729639
1279,FDT22,OUT046,1048.6228260869016,974.7391903977081
1280,FDP51,OUT013,1899.9505441638598,1745.3542314729639
1281,FDD48,OUT027,3233.3106571756834,2659.3513632292406
1282,FDY39,OUT035,3228.6728790023412,2695.1974241952094
1283,FDO48,OUT010,592.7317680653903,700.9630571208847
1284,FDD23,OUT027,5106.997723249228,4217.908874124449
1285,DRN35,OUT027,1329.8497901850724,1347.4911101398345
1286,FDT01,OUT035,3582.3770867786634,3676.5237942188273
1287,FDC20,OUT010,-23.038067622652825,572.447752831895
1288,DRJ35,OUT035,1063.407220841356,975.2677335452612
1289,FDB32,OUT046,1507.028501908644,1745.3542314729639
1290,FDL24,OUT046,2792.948515531382,2683.17334650151
1291,NCV42,OUT035,1930.3048994526598,1745.3542314729639
1292,FDZ46,OUT046,1661.3790799713654,1745.3542314729639
1293,FDC15,OUT013,2529.3418511800705,2679.3459065892944
1294,FDD08,OUT019,-89.37070279998751,573.2869745695981
1295,FDY50,OUT049,1457.584494148305,1745.3542314729639
1296,FDD36,OUT013,1851.5986805723846,1745.3542314729639
1297,FDG57,OUT027,1514.612721417839,1347.4911101398345
1298,FDL21,OUT018,666.7266839444558,975.8248691725796
1299,FDN16,OUT027,2831.5290023375865,2659.3513632292406
1300,FDJ09,OUT027,1522.1147036991806,1347.4911101398345
1301,FDS01,OUT010,461.167128699647,605.8293434810672
1302,FDV33,OUT017,3932.836734588449,3667.407930444468
1303,DRE12,OUT017,1921.266576288988,1745.3542314729639
1304,FDR07,OUT013,1497.9289911806736,1745.3542314729639
1305,FDP48,OUT010,496.2442282941622,605.8293434810672
1306,NCB55,OUT035,1031.99298630889,975.2677335452612
1307,FDQ08,OUT013,1039.5233153589313,974.7391903977081
1308,FDR34,OUT035,3833.9376893233502,3676.5237942188273
1309,FDO33,OUT046,1819.4755860991454,1745.3542314729639
1310,FDP13,OUT045,748.5847925475175,974.7391903977081
1311,FDX12,OUT049,3904.286747474902,3667.407930444468
1312,NCT06,OUT049,2734.7528186516674,2679.3459065892944
1313,FDR16,OUT019,595.8192345335299,697.4415557293636
1314,FDE36,OUT046,2730.731470243086,2683.17334650151
1315,FDZ36,OUT049,3171.6519963551123,2679.3459065892944
1316,FDV13,OUT045,1428.2930935491195,1745.3542314729639
1317,NCZ17,OUT035,723.4564742557909,975.2677335452612
1318,FDU56,OUT045,3095.311152386777,2675.75800538083
1319,FDM09,OUT035,2847.095204247152,2695.1974241952094
1320,FDV02,OUT017,2785.4465332500395,2679.3459065892944
1321,FDS34,OUT018,1624.2140352427225,1682.2463033346698
1322,FDA11,OUT049,1506.7706485671397,1745.3542314729639
1323,FDP09,OUT017,3447.4420391711665,3667.407930444468
1324,FDB29,OUT027,3124.905893220371,2659.3513632292406
1325,FDT19,OUT017,2792.948515531382,2679.3459065892944
1326,DRH15,OUT017,774.3455268222841,974.7391903977081
1327,FDY38,OUT046,3842.5797484976097,3656.724596852401
1328,FDF14,OUT027,3871.4023834296636,4217.908874124449
1329,FDN48,OUT010,275.74010102863616,562.6489251226145
1330,FDQ12,OUT013,3811.686386395308,3667.407930444468
1331,NCJ43,OUT045,2709.3801788647625,2675.75800538083
1332,FDE17,OUT019,370.8373207980029,606.12246714273
1333,FDB05,OUT035,3899.640370110338,3676.5237942188273
1334,FDH10,OUT045,3126.49382141454,2675.75800538083
1335,NCR06,OUT017,718.6450530389003,974.7391903977081
1336,FDU32,OUT018,1676.5114940588758,1682.2463033346698
1337,FDD56,OUT049,2792.690662189878,2679.3459065892944
1338,FDO36,OUT018,2896.467294656355,2539.7027043541752
1339,FDH16,OUT010,256.1606402972671,562.6489251226145
1340,FDX10,OUT018,666.7266839444558,975.8248691725796
1341,FDZ37,OUT017,1467.9606703611066,1745.3542314729639
1342,FDU31,OUT010,588.8447792271141,700.9630571208847
1343,DRC49,OUT049,2125.7269567617777,2679.3459065892944
1344,FDL15,OUT045,2341.0122674240342,2675.75800538083
1345,FDN32,OUT019,513.5360751541994,606.12246714273
1346,DRH59,OUT027,1828.5290922441336,1347.4911101398345
1347,NCU29,OUT049,2409.851129111028,2679.3459065892944
1348,FDR37,OUT019,529.0293138704374,606.12246714273
1349,FDS14,OUT018,2511.087591160949,2539.7027043541752
1350,FDU02,OUT027,5711.37778806481,5433.756941314657
1351,FDJ08,OUT035,3320.611872029772,2695.1974241952094
1352,NCZ06,OUT045,3810.0221293785175,3667.407930444468
1353,FDO31,OUT049,1279.7534352204266,1745.3542314729639
1354,FDH31,OUT018,1415.8958322592953,1682.2463033346698
1355,FDS58,OUT017,2730.731470243086,2679.3459065892944
1356,NCA53,OUT027,1514.612721417839,1347.4911101398345
1357,FDF50,OUT046,3492.1852117717394,2683.17334650151
1358,NCW42,OUT049,3763.528978298186,3667.407930444468
1359,NCQ17,OUT045,2521.6523333878235,2675.75800538083
1360,FDK51,OUT018,3678.1311043880683,3299.218824482312
1361,NCW41,OUT010,416.19865637310386,605.8293434810672
1362,NCR29,OUT017,993.7743578580178,974.7391903977081
1363,FDB08,OUT019,413.7018404237192,606.12246714273
1364,FDA40,OUT027,2267.413280508235,2659.3513632292406
1365,FDL14,OUT018,2511.391105082062,2539.7027043541752
1366,FDB47,OUT046,3409.1158718661322,3656.724596852401
1367,FDO03,OUT035,3792.3648006336653,3676.5237942188273
1368,DRK13,OUT019,571.2723852417166,606.12246714273
1369,FDX13,OUT010,710.594286492863,700.9630571208847
1370,FDF52,OUT046,3164.4078674152747,2683.17334650151
1371,FDT11,OUT013,3201.984774007411,2679.3459065892944
1372,FDB08,OUT013,2714.1299772337743,2679.3459065892944
1373,FDQ28,OUT018,2378.910665536639,2539.7027043541752
1374,FDD29,OUT045,3816.9917687352972,3667.407930444468
1375,NCQ29,OUT027,5895.426682915749,5433.756941314657
1376,NCO02,OUT013,1048.9639459719335,974.7391903977081
1377,FDR56,OUT010,573.0010671645817,605.8293434810672
1378,NCM54,OUT049,1906.0716713393372,1745.3542314729639
1379,FDP51,OUT035,1930.3048994526598,1745.3542314729639
1380,FDT38,OUT013,1347.8599304198967,1745.3542314729639
1381,FDZ20,OUT018,3641.7562553756175,3299.218824482312
1382,FDJ53,OUT013,1945.049534619785,1745.3542314729639
1383,FDX13,OUT049,3896.7847651935604,3667.407930444468
1384,FDP58,OUT035,3622.8869775892895,3676.5237942188273
1385,NCK31,OUT019,-33.81942302459981,573.2869745695981
1386,FDA35,OUT018,1742.310662468072,1682.2463033346698
1387,FDV37,OUT018,3092.410993453291,2539.7027043541752
1388,NCO07,OUT027,5460.354465055264,5433.756941314657
1389,FDA20,OUT045,3134.485587425542,2675.75800538083
1390,FDZ59,OUT035,2847.095204247152,2695.1974241952094
1391,NCY17,OUT017,824.3379235630824,974.7391903977081
1392,FDQ28,OUT035,2469.1413128596882,2695.1974241952094
1393,FDV35,OUT017,2407.492641862576,2679.3459065892944
1394,FDQ36,OUT013,748.026535153255,974.7391903977081
1395,FDD34,OUT018,2511.087591160949,2539.7027043541752
1396,FDK51,OUT045,3853.366617747747,3667.407930444468
1397,FDV31,OUT035,2972.535897132421,2695.1974241952094
1398,FDR04,OUT035,1544.3190852475848,1745.3542314729639
1399,FDR14,OUT049,993.5165045165137,974.7391903977081
1400,DRC36,OUT010,431.0855687480129,605.8293434810672
1401,FDE39,OUT019,361.2868218291024,560.3183514266824
1402,FDP57,OUT049,1704.58744852995,1745.3542314729639
1403,FDE57,OUT046,2118.48282782194,2683.17334650151
1404,NCN18,OUT046,1809.8896061524106,1745.3542314729639
1405,NCQ05,OUT018,2195.350745061781,2539.7027043541752
1406,FDW47,OUT035,1930.3048994526598,1745.3542314729639
1407,FDV46,OUT035,2008.2957340635248,1745.3542314729639
1408,NCP29,OUT045,1049.5222033661958,974.7391903977081
1409,FDE09,OUT018,1505.576829387924,1682.2463033346698
1410,NCU06,OUT027,5780.655835006404,5433.756941314657
1411,FDT19,OUT010,413.59331732893463,605.8293434810672
1412,DRF15,OUT017,2339.149216576185,2679.3459065892944
1413,DRI51,OUT013,2776.34702252207,2679.3459065892944
1414,NCX54,OUT013,1632.9549243663116,1745.3542314729639
1415,DRE01,OUT013,3867.159411457864,3667.407930444468
1416,NCB07,OUT045,3190.3988289287236,2675.75800538083
1417,FDU50,OUT035,1886.8386775525712,1745.3542314729639
1418,FDG40,OUT035,723.4564742557909,975.2677335452612
1419,FDW10,OUT018,2698.745329334513,2539.7027043541752
1420,FDX51,OUT013,3264.867654867373,2679.3459065892944
1421,NCP17,OUT045,1049.5222033661958,974.7391903977081
1422,FDP21,OUT035,3265.230973451151,2695.1974241952094
1423,FDL04,OUT045,1635.748586842957,1745.3542314729639
1424,FDV23,OUT013,1945.049534619785,1745.3542314729639
1425,FDF24,OUT046,1295.1498270178854,1745.3542314729639
1426,FDH56,OUT027,3141.68685416735,2659.3513632292406
1427,FDB51,OUT049,1057.8056033583996,974.7391903977081
1428,FDI58,OUT027,2517.9499381590645,2659.3513632292406
1429,FDR20,OUT013,846.7497663206572,974.7391903977081
1430,FDC51,OUT018,1742.310662468072,1682.2463033346698
1431,FDB16,OUT027,2259.911298226893,2659.3513632292406
1432,FDE40,OUT049,1092.8011296159993,974.7391903977081
1433,NCM17,OUT035,772.1873086823947,975.2677335452612
1434,FDU56,OUT035,3257.728991169809,2695.1974241952094
1435,FDS32,OUT019,318.6428173304564,606.12246714273
1436,FDX02,OUT049,3730.458276295049,3667.407930444468
1437,FDT39,OUT027,3792.68356736209,4217.908874124449
1438,FDE35,OUT017,1030.340022944941,974.7391903977081
1439,NCI42,OUT019,577.0944925880776,697.4415557293636
1440,DRL23,OUT046,1661.3790799713654,1745.3542314729639
1441,FDA10,OUT046,1885.8056200613642,1745.3542314729639
1442,FDA11,OUT013,1497.9289911806736,1745.3542314729639
1443,NCM06,OUT046,2414.9946241439184,2683.17334650151
1444,NCT05,OUT035,3987.564156263283,3676.5237942188273
1445,NCQ02,OUT010,502.8450330267256,605.8293434810672
1446,NCY06,OUT049,1946.9215526494704,1745.3542314729639
1447,FDY56,OUT035,3792.3648006336653,3676.5237942188273
1448,FDL02,OUT035,1733.6021287136261,1745.3542314729639
1449,NCI06,OUT035,3074.576624340657,2695.1974241952094
1450,FDQ14,OUT045,2275.5166129359523,2675.75800538083
1451,FDQ12,OUT017,3730.7161296365525,3667.407930444468
1452,FDP36,OUT046,900.1833311308158,974.7391903977081
1453,FDK21,OUT027,5911.945846653985,5433.756941314657
1454,FDO40,OUT045,2338.395926834078,2675.75800538083
1455,NCK54,OUT019,345.6265779489075,560.3183514266824
1456,FDY09,OUT018,2742.181296186706,2539.7027043541752
1457,NCW30,OUT049,3926.189974849229,3667.407930444468
1458,NCC55,OUT027,1337.3517724664146,1347.4911101398345
1459,FDE58,OUT018,1645.939953909603,1682.2463033346698
1460,FDR39,OUT013,3155.3083566873042,2679.3459065892944
1461,FDU28,OUT049,3213.442771983833,2679.3459065892944
1462,FDH08,OUT017,3715.087028598197,3667.407930444468
1463,FDG35,OUT045,2878.356176193735,2675.75800538083
1464,FDG22,OUT049,732.8588213355181,974.7391903977081
1465,FDC34,OUT035,2784.878158958856,2695.1974241952094
1466,FDP15,OUT018,3641.7562553756175,3299.218824482312
1467,FDK34,OUT010,710.594286492863,700.9630571208847
1468,FDU45,OUT035,1930.3048994526598,1745.3542314729639
1469,FDQ04,OUT027,1349.7067779867175,1347.4911101398345
1470,FDX22,OUT018,3254.32883153505,3299.218824482312
1471,FDB45,OUT017,1704.8453018714542,1745.3542314729639
1472,NCH43,OUT027,5540.155605467857,5433.756941314657
1473,DRE60,OUT046,3730.7161296365525,3656.724596852401
1474,FDD17,OUT027,5882.493911171132,5433.756941314657
1475,NCM54,OUT017,1906.3295246808414,1745.3542314729639
1476,NCH55,OUT013,1938.0798952630048,1745.3542314729639
1477,NCT06,OUT017,2672.7936267048754,2679.3459065892944
1478,FDA48,OUT027,5697.766655316816,5433.756941314657
1479,FDY58,OUT027,5711.37778806481,5433.756941314657
1480,FDO25,OUT045,3387.444834870639,3667.407930444468
1481,FDN50,OUT045,1502.356451354257,1745.3542314729639
1482,FDH35,OUT035,2738.096434196704,2695.1974241952094
1483,FDK09,OUT045,3673.7351683283314,3667.407930444468
1484,FDO16,OUT013,1348.4537394230538,1745.3542314729639
1485,FDW11,OUT045,1049.5222033661958,974.7391903977081
1486,FDU47,OUT027,3405.825067258962,4217.908874124449
1487,NCQ42,OUT010,342.9828434802623,562.6489251226145
1488,FDK55,OUT027,2363.782409705214,2659.3513632292406
1489,FDN08,OUT049,1908.7922015503257,1745.3542314729639
1490,FDT57,OUT045,3787.539833252445,3667.407930444468
1491,FDJ12,OUT018,3216.0026642300154,3299.218824482312
1492,DRL59,OUT017,845.0597145501282,974.7391903977081
1493,NCN53,OUT046,725.6146923956802,974.7391903977081
1494,FDO51,OUT010,-63.39694634737238,572.447752831895
1495,FDK56,OUT017,3203.5823024540387,2679.3459065892944
1496,FDY12,OUT035,850.4034786915806,975.2677335452612
1497,FDU15,OUT035,730.9584565371325,975.2677335452612
1498,FDQ19,OUT046,3852.9956636759107,3656.724596852401
1499,DRF15,OUT045,2275.5166129359523,2675.75800538083
1500,DRE25,OUT019,237.8881877519717,560.3183514266824
1501,FDK57,OUT018,1689.4061758096914,1682.2463033346698
1502,FDD33,OUT010,652.9157040824073,700.9630571208847
1503,FDR34,OUT027,5795.127456644526,5433.756941314657
1504,FDU04,OUT045,1885.0523303192572,1745.3542314729639
1505,FDE35,OUT019,107.9259895246915,573.2869745695981
1506,NCD31,OUT035,2770.4065373207336,2695.1974241952094
1507,FDJ56,OUT035,1644.4641025730357,1745.3542314729639
1508,NCU53,OUT046,2679.7632660616555,2683.17334650151
1509,FDD39,OUT035,3585.329894863731,3676.5237942188273
1510,NCU17,OUT019,323.260514384769,560.3183514266824
1511,FDJ20,OUT046,1961.6510276290967,1745.3542314729639
1512,NCW41,OUT018,2511.087591160949,2539.7027043541752
1513,FDL52,OUT035,730.9584565371325,975.2677335452612
1514,FDS39,OUT035,2172.629516537709,2695.1974241952094
1515,DRJ47,OUT045,2726.003619864167,2675.75800538083
1516,FDP13,OUT010,-97.73487036133785,572.447752831895
1517,DRK39,OUT010,227.5972824485544,562.6489251226145
1518,FDF28,OUT010,350.25599675815585,562.6489251226145
1519,FDB09,OUT045,1838.208755199241,1745.3542314729639
1520,FDM51,OUT046,1565.3206230922242,1745.3542314729639
1521,DRM49,OUT018,733.5982815649983,975.8248691725796
1522,DRF23,OUT013,3084.3808601267915,2679.3459065892944
1523,DRH01,OUT035,2839.59322196581,2695.1974241952094
1524,FDH12,OUT027,2737.256240286872,2659.3513632292406
1525,FDA28,OUT019,361.59033575021584,560.3183514266824
1526,FDW37,OUT018,1241.4847240731362,1682.2463033346698
1527,FDF02,OUT046,1648.8568821053666,1745.3542314729639
1528,DRL37,OUT046,774.3455268222841,974.7391903977081
1529,NCF43,OUT046,2125.9848101032817,2683.17334650151
1530,FDH08,OUT010,584.9805901304879,700.9630571208847
1531,FDR34,OUT019,651.6371922737662,697.4415557293636
1532,NCK19,OUT049,3273.70931225384,2679.3459065892944
1533,NCD55,OUT018,689.2749655722508,975.8248691725796
1534,FDT27,OUT049,3842.321895156106,3667.407930444468
1535,FDQ57,OUT045,2297.546045523946,2675.75800538083
1536,FDA47,OUT035,2784.878158958856,2695.1974241952094
1537,DRG15,OUT027,1828.5290922441336,1347.4911101398345
1538,FDE05,OUT018,2022.936994564673,2539.7027043541752
1539,FDN46,OUT046,1712.347284152796,1745.3542314729639
1540,FDX27,OUT027,2371.284391986556,2659.3513632292406
1541,FDT51,OUT045,1580.3712552261713,1745.3542314729639
1542,FDU33,OUT013,796.7573695798587,974.7391903977081
1543,FDJ16,OUT027,1811.5864793497897,1347.4911101398345
1544,FDD20,OUT019,353.70946287974095,560.3183514266824
1545,FDT36,OUT049,725.3568390541761,974.7391903977081
1546,DRF15,OUT027,3755.495637193008,4217.908874124449
1547,FDN52,OUT010,238.4320049026095,562.6489251226145
1548,FDC22,OUT027,5281.051368024864,4217.908874124449
1549,FDX15,OUT045,2654.1327729332465,2675.75800538083
1550,FDT13,OUT013,3194.4827917260686,2679.3459065892944
1551,FDU04,OUT017,1954.1490453477552,1745.3542314729639
1552,FDU31,OUT019,595.8192345335299,697.4415557293636
1553,FDW59,OUT027,2259.911298226893,2659.3513632292406
1554,NCO29,OUT046,2654.886062675353,2683.17334650151
1555,FDL15,OUT035,2464.255671168301,2695.1974241952094
1556,FDI41,OUT049,2242.019506384193,2679.3459065892944
1557,FDQ48,OUT049,1633.4061950371108,1745.3542314729639
1558,DRI39,OUT013,984.6748471300476,974.7391903977081
1559,FDI08,OUT013,3943.941968885476,3667.407930444468
1560,FDC21,OUT049,1659.7817443030115,1745.3542314729639
1561,FDF58,OUT035,1055.9052385600141,975.2677335452612
1562,FDS08,OUT010,461.167128699647,605.8293434810672
1563,FDE47,OUT045,1914.116013124839,1745.3542314729639
1564,NCP18,OUT019,363.5641675201094,606.12246714273
1565,NCR41,OUT013,1522.8061945669767,1745.3542314729639
1566,FDA27,OUT013,3943.941968885476,3667.407930444468
1567,FDA43,OUT035,3328.1138543111133,2695.1974241952094
1568,FDA49,OUT045,1297.8787723378414,1745.3542314729639
1569,NCE55,OUT018,2793.8164171859694,2539.7027043541752
1570,DRM49,OUT027,1522.1147036991806,1347.4911101398345
1571,FDF22,OUT027,5547.125244824638,5433.756941314657
1572,FDQ15,OUT018,1138.1058286411321,1682.2463033346698
1573,NCS54,OUT017,2785.5143549459285,2679.3459065892944
1574,NCY05,OUT013,740.5245528719133,974.7391903977081
1575,FDR45,OUT046,3897.042618535064,3656.724596852401
1576,FDK57,OUT049,1956.5075325962061,1745.3542314729639
1577,FDF41,OUT010,684.2615708352324,700.9630571208847
1578,FDV21,OUT046,1954.1490453477552,1745.3542314729639
1579,FDD51,OUT046,824.3379235630824,974.7391903977081
1580,FDF33,OUT046,1733.9089846770355,1745.3542314729639
1581,FDA38,OUT046,3867.5906830522113,3656.724596852401
1582,FDR56,OUT045,3204.8704505668456,2675.75800538083
1583,NCN41,OUT017,1885.8056200613642,1745.3542314729639
1584,FDC60,OUT027,2371.284391986556,2659.3513632292406
1585,FDB47,OUT045,3349.118667565604,3667.407930444468
1586,DRH01,OUT013,2901.787715407338,2679.3459065892944
1587,FDW08,OUT046,1707.4616424614096,1745.3542314729639
1588,FDF38,OUT027,1349.7067779867175,1347.4911101398345
1589,FDY32,OUT017,2682.379606651611,2679.3459065892944
1590,FDG34,OUT049,1656.2682033908998,1745.3542314729639
1591,FDG47,OUT019,868.9744784234746,697.4415557293636
1592,NCF18,OUT035,3255.6116852289965,2695.1974241952094
1593,FDL39,OUT019,493.0376751043037,606.12246714273
1594,NCH55,OUT035,2001.3260947067447,1745.3542314729639
1595,DRJ35,OUT049,1057.8056033583996,974.7391903977081
1596,FDS44,OUT035,3929.239354049323,3676.5237942188273
1597,DRE01,OUT018,3580.8619093908687,3299.218824482312
1598,FDY39,OUT013,3165.4266795586022,2679.3459065892944
1599,FDY32,OUT018,2467.621369260861,2539.7027043541752
1600,FDR33,OUT027,3043.4490699130292,2659.3513632292406
1601,NCP50,OUT049,1287.3899913950395,1745.3542314729639
1602,FDZ47,OUT018,1337.2125964851145,1682.2463033346698
1603,FDU57,OUT049,2414.736770802414,2679.3459065892944
1604,FDY44,OUT013,3264.867654867373,2679.3459065892944
1605,DRH59,OUT018,943.0109295765021,975.8248691725796
1606,FDB03,OUT027,5919.447828935327,5433.756941314657
1607,FDY46,OUT045,3134.485587425542,2675.75800538083
1608,FDM39,OUT045,2951.3332205963893,2675.75800538083
1609,FDY36,OUT035,1055.9052385600141,975.2677335452612
1610,NCM55,OUT035,3218.5545561310437,2695.1974241952094
1611,FDJ50,OUT010,-16.45068741172701,572.447752831895
1612,DRL60,OUT013,2346.085444626325,2679.3459065892944
1613,NCJ54,OUT049,3827.850273517984,3667.407930444468
1614,FDX59,OUT017,725.6146923956802,974.7391903977081
1615,FDI07,OUT013,3307.9945386056593,2679.3459065892944
1616,DRF51,OUT010,-91.14749015041204,572.447752831895
1617,FDM14,OUT017,1704.8453018714542,1745.3542314729639
1618,FDP21,OUT045,3141.987569706884,2675.75800538083
1619,FDE40,OUT035,1090.900764817614,975.2677335452612
1620,FDE05,OUT035,2469.1413128596882,2695.1974241952094
1621,FDM13,OUT027,3243.173612090482,2659.3513632292406
1622,FDC34,OUT027,4318.484089713375,4217.908874124449
1623,NCI55,OUT018,1735.0375091901785,1682.2463033346698
1624,NCE43,OUT018,2566.334997092465,2539.7027043541752
1625,FDW58,OUT018,1393.562885750188,1682.2463033346698
1626,FDG60,OUT045,3755.026916416502,3667.407930444468
1627,FDV31,OUT017,2910.887226135308,2679.3459065892944
1628,FDR47,OUT013,3264.867654867373,2679.3459065892944
1629,FDM60,OUT019,-89.37070279998751,573.2869745695981
1630,NCF06,OUT018,3627.695243131199,3299.218824482312
1631,NCN26,OUT027,3226.3410178189033,2659.3513632292406
1632,FDQ59,OUT049,1407.6697919877934,1745.3542314729639
1633,FDF09,OUT046,725.6146923956802,974.7391903977081
1634,NCS06,OUT017,3926.447828190733,3667.407930444468
1635,FDT44,OUT046,1901.548072610488,1745.3542314729639
1636,FDI19,OUT017,3897.042618535064,3667.407930444468
1637,FDT22,OUT017,1058.0634566999038,974.7391903977081
1638,NCF54,OUT027,4413.413667335649,4217.908874124449
1639,DRG25,OUT045,3093.6357061154085,2675.75800538083
1640,FDB59,OUT017,3266.465183314001,2679.3459065892944
1641,FDQ37,OUT017,3295.528866119583,2679.3459065892944
1642,FDP56,OUT035,822.179705423193,975.2677335452612
1643,FDW44,OUT035,2847.095204247152,2695.1974241952094
1644,FDJ26,OUT010,592.0978317628362,700.9630571208847
1645,FDU43,OUT018,3569.1416119137903,3299.218824482312
1646,FDW33,OUT045,1635.748586842957,1745.3542314729639
1647,NCX53,OUT027,3604.1539032568817,4217.908874124449
1648,FDN56,OUT010,325.4052959195118,605.8293434810672
1649,DRF15,OUT049,2338.891363234681,2679.3459065892944
1650,FDO33,OUT017,1904.1644132004435,1745.3542314729639
1651,FDZ39,OUT010,312.22968931382263,562.6489251226145
1652,NCJ19,OUT017,993.7743578580178,974.7391903977081
1653,FDU01,OUT035,3226.056538412386,2695.1974241952094
1654,FDT12,OUT035,3792.3648006336653,3676.5237942188273
1655,NCM18,OUT018,1001.5369447078044,975.8248691725796
1656,FDP19,OUT017,1954.1490453477552,1745.3542314729639
1657,NCR42,OUT049,718.3871996973961,974.7391903977081
1658,FDN10,OUT046,1860.698191300355,1745.3542314729639
1659,FDG44,OUT017,960.6343891731588,974.7391903977081
1660,FDQ10,OUT046,2785.4465332500395,2683.17334650151
1661,DRH13,OUT049,1636.2440232435586,1745.3542314729639
1662,FDT52,OUT013,3943.941968885476,3667.407930444468
1663,FDM56,OUT045,1684.8832165825656,1745.3542314729639
1664,NCO43,OUT010,311.9261753927091,562.6489251226145
1665,NCV29,OUT035,3023.6084201592253,2695.1974241952094
1666,NCF06,OUT013,3914.2962591193073,3667.407930444468
1667,FDO50,OUT035,1479.0971920506393,1745.3542314729639
1668,FDT59,OUT013,3811.686386395308,3667.407930444468
1669,FDX40,OUT027,1311.329941625884,1347.4911101398345
1670,FDE50,OUT017,3211.084284735381,2679.3459065892944
1671,FDX51,OUT017,3273.9671655953434,2679.3459065892944
1672,NCD30,OUT018,1329.939443207221,1682.2463033346698
1673,FDK15,OUT013,1698.3621317334396,1745.3542314729639
1674,FDL12,OUT045,1057.0241856475377,974.7391903977081
